stage_id,title,search_id,audit_lane,q1_class,q2_arch,q3_domain,decision_basis,flag_slm_title,flag_dom_title,priority,human_should_be,human_rationale
S0089,Performance of Vision-Language Models in Blast Severity Analysis,IEEE_core|SCOPUS_S2,strict,no,no,no,E7 no disaster/emergency/crisis/conflict domain,False,False,False,correct_OUT,"The paper focuses on disaster analysis using multimodal large language models, but it does not meet the requirement of being set in a disaster, emergency response, mass casualty, or civilian conflict/war/humanitarian crisis setting. The context is about blast severity analysis from the 2020 Beirut explosion, but the primary focus is on the performance of large language models rather than the application in an emergency response or crisis setting."
S0090,COHORT: Hybrid RL for Collaborative Large DNN Inference on Multi-Robot Systems Under Real-Time Constraints,AX_q3|IEEE_core|SCOPUS_S2,strict,no,no,no,E7 no disaster/emergency/crisis/conflict domain,False,False,False,correct_OUT,"The paper focuses on a collaborative framework for DNN inference on multi-robot systems, which does not directly address a disaster, emergency response, mass casualty, or civilian conflict setting. It also does not involve small or edge language models, but rather large DNNs and their deployment challenges. Therefore, it fails both Axis A and Axis C."
S0091,Development of a Retrieval-Augmented Generation-Based Information Service Chatbot for Hallucination Mitigation in Critical Industrial Environments,IEEE_core|IEEE_supp,strict,no,no,no,E7 no disaster/emergency/crisis/conflict domain,False,False,False,correct_OUT,"The paper focuses on industrial environments and does not address disaster, emergency response, mass casualty, or civilian conflict settings. It also does not involve small or edge language models, but rather a large language model integrated into an enterprise information system."
S0092,A Few-Shot Collapsed Transmission Tower Detection Method Combining Large and Small Models in Remote Sensing Image,IEEE_core|SCOPUS_S2,strict,no,no,no,E7 no disaster/emergency/crisis/conflict domain,False,False,False,HUMAN_REVIEW,"This paper focuses on detecting collapsed transmission towers in remote sensing images, which could be relevant to disaster settings. However, the context is not explicitly framed within a disaster, emergency response, mass casualty, or civilian conflict setting. The primary application seems to be post-disaster reconstruction, which is not a direct emergency response or conflict scenario. Additionally, the paper does not clearly state that the models are used in an emergency or crisis context, making it an edge case."
S0094,TGPO: Tree-Guided Preference Optimization for Robust Web Agent Reinforcement Learning,IEEE_core|IEEE_supp,strict,no,no,no,E7 no disaster/emergency/crisis/conflict domain,False,False,False,correct_OUT,"The paper focuses on the development of a reinforcement learning framework for web agents, which does not align with the disaster, conflict, or emergency response settings required by the review. It also does not involve the use of language models in a small or edge setting, and it is not related to the application of such models in disaster or conflict settings."
S0095,NetIntent: Leveraging Large Language Models for End-to-End Intent-Based SDN Automation,IEEE_core|OA_q34,strict,no,no,no,E7 no disaster/emergency/crisis/conflict domain,False,False,False,correct_OUT,"The paper focuses on leveraging large language models for intent-based networking automation, which does not directly address a disaster, emergency response, mass casualty, or civilian conflict setting. It is primarily about software and network management, which falls under the exclusion criteria."
S0044,Harnessing Language for Coordination: A Framework and Benchmark for LLM-Driven Multiagent Control,IEEE_core|IEEE_supp|OA_q32,strict,no,no,no,"E6 wargame/military-tactical central, no humanitarian component",False,False,False,correct_OUT,"The paper focuses on a real-time strategy game benchmark and a framework for human-swarm coordination using LLMs, which does not directly address a disaster, emergency response, mass casualty, or civilian conflict setting. It also does not specifically use a small or edge language model, but rather large LLMs. Therefore, it fails the Axis C requirement."
S0097,Artificial Intelligence for Multi-Hazard Disaster Preparedness and Response,IEEE_core|IEEE_supp,strict,no,no,yes,no_axis_match,False,True,False,INCLUDE_partial_AC,"The paper focuses on a disaster setting (multi-hazard disaster preparedness and response) and uses a small/edge model (AI-supported emergency assistant). However, the model size is not explicitly stated, and the architecture is described as a finite state machine, which is basic and unclear in the context of the review's strict criteria."
S0098,Securing RAG Pipelines Against Context Manipulation Attacks,IEEE_core,strict,no,yes,no,E7 no disaster/emergency/crisis/conflict domain,False,False,False,correct_OUT,"The paper focuses on security and robustness of RAG systems, which is not directly related to a disaster, emergency response, mass casualty, or civilian conflict setting. It does not involve the use of language models in such contexts."
S0099,Large Language Models as Optimizers: A Survey of Direct vs. Tool-Augmented Approaches and Their Performance Frontiers,IEEE_core|IEEE_supp,strict,no,no,no,E7 no disaster/emergency/crisis/conflict domain,False,False,False,correct_OUT,"The paper focuses on the use of LLMs for optimization, which is not centrally set in a disaster, emergency response, mass casualty, or civilian conflict/war/humanitarian crisis setting. It discusses the paradigms of LLMs as optimizers without a specific application to disaster or conflict scenarios."
S0100,LLM-Assisted Reviewer Assignment via Auditable Expertise Matching,IEEE_core|IEEE_supp,strict,no,no,no,E7 no disaster/emergency/crisis/conflict domain,False,False,False,correct_OUT,"The paper does not focus on a disaster, emergency response, mass casualty, or civilian conflict/war/humanitarian crisis setting. It discusses the use of LLMs for reviewer assignment in academic peer review, which is not aligned with the critical mandatory rule for the review topic."
S0102,A Cross Modal Framework for Insider Threat Detection through Work-Rest Graph Neural Networks and Retrieval-Augmented Generation Model,IEEE_core|IEEE_supp|SCOPUS_S2,strict,no,no,no,E7 no disaster/emergency/crisis/conflict domain,False,False,False,correct_OUT,"The paper focuses on insider threat detection in cyber security, which does not align with the disaster, emergency response, mass casualty, or civilian conflict/war/humanitarian crisis settings required by the review. Additionally, it does not involve small or edge language models, but rather a large language model (RAG-LLM) for text analysis, which is outside the scope of the review."
S0103,Silverbullet or Mystery Box – LLM-based Soft Skill Classification in Volunteering,IEEE_core|IEEE_supp|SCOPUS_S2,strict,no,no,no,E7 no disaster/emergency/crisis/conflict domain,False,False,False,correct_OUT,"The paper does not focus on a disaster, emergency response, mass casualty, or civilian conflict/war/humanitarian crisis setting. It discusses skill classification in volunteering, which is not directly related to the emergency guidance context in disaster or conflict settings."
S0104,EG-MAP: Evidence-Grounded Multi-Agent Smart Contract Auditing,IEEE_core|IEEE_supp,strict,no,no,no,E7 no disaster/emergency/crisis/conflict domain,False,False,False,correct_OUT,"The paper focuses on smart contract auditing using large language models, which does not align with the disaster, conflict, or emergency response setting required by the review. It also does not involve small or edge language models, and the context is purely technical without any disaster or conflict application."
S0121,Rollback Is Not Undo: Path-Dependent Failures in LLM-Arbitrated Network Control,IEEE_core|IEEE_supp,strict,no,no,no,E7 no disaster/emergency/crisis/conflict domain,False,False,False,correct_OUT,"The paper focuses on the operation of AI-augmented network control systems and does not address any disaster, emergency response, mass casualty, or civilian conflict/war/humanitarian crisis setting. It is also not about small or edge language models for offline emergency guidance."
S0106,LLM-DiSC: LLM-enabled Distributed and Safe Coordination of Multi-Robot Systems using Control Barrier Functions,IEEE_core|IEEE_supp,strict,no,no,no,E7 no disaster/emergency/crisis/conflict domain,False,False,False,correct_OUT,"The paper focuses on multi-robot systems and control barrier functions, which are not directly related to disaster, emergency response, mass casualty, or civilian conflict settings. It also does not involve small or edge language models for offline emergency guidance."
